ID,review,label,,
3055," tbhi tag kia
Tum natural masiny hou bhai ......
Kbhi kbhi tou aisi shkl bnaty hou k ap sy ziada maskeen dunya my koi nh hoga",2,,
3056,"Khatoon par har kisi ka tashadud  khatam karne ke leye sirf qawanin bana dena hi kafi nahi, balke unhen behtar banana aur un par baqaidah amal dar aamad ko yaqini bana bhi zarori hai",1,,
3057,Abyy ksmyyy shi kah rha hai bechara,2,,
3058,Mere liye yeh bohat barha aezaaz tha ke film industry ke be misaal aur ba kamala hero ka role karon,1,,
3059,"7 larke England mein county khel rahe the, jis se un ko bohat kuch sekhne ko mila",1,,
3060,love you to,1,,
3061, ab behtar hai kuch aur na he poochun warna wo tabrlay na to likhay ja saktay hain na sunaaey jo jaanu kharaab mood main farmata hai waysay aaj to rabia nai bhi report card waali nai bhi hari jhandi dikhaai thii par lagta hai ke daadi maan nai jaanu ko aaj kutt ke jaadu ki japhi nai daali,2,,
3062,SUBHANALLAH beshakKi Mohammed say Wafa to hum teray HainYa jahan chez Hy kya loho kalam tery hain,1,,
3063,Pakistan aane ke bad chand hi baras ke arse mein unhon ne bator mosikar aik muziz muqam hasil kar leya,1,,
3064,beghairat laanati what about beghairat Nawaz khandan ????,2,,
3065, Quaid e Azam ne apne khat mein is Amar ka bhi izhaar kiya tha ke wo Habib Bank ke Mohammed Habib ya Hashim Prem Ji se yeh daryaft kar len ke aaya wo Muslim league ki planning committee ke liye apni khidmaat dene ke liye tayyar ho sakte hain ? ,1,,
3066,phr b jo mrzi ho ye jahil awam noon leag ye pp ko he jitwain gy,2,,
3067,Is video se ap logo ki corruption nhi chup sakti.. Sorry no chance this time,2,,
3068,Zalim.police waly,2,,
3069, galti krdi accha kah kr beghairat ha beghairat,2,,
3070,Mashalla dono Barbi doll lag rahy ha,1,,
3071,Bgyrat khine k,2,,
3072,Meri dile khwas ha jnb saqib raza mustafai shb pak pak rasool pak ki zehrat ata ho ameen sum ameen,1,,
3073, jo corrupt hain saara saal jinke khilaf bolta raha ! ,2,,
3074,1918 mein tehreek e khilafat shuru hui to aap jaan o maal se us mein shamil ho gaey,1,,
3075,mtlb chahty k naa sooon me aj raat,2,,
3076,Walaikum Salam! Main theek hoon. Aaj maine kaam ke liye London se Switzerland tuk gaya. ,1,,
3077,Is mazmoon mein aik purani aur phatichar cycle ka naqsha is khobi se khencha gaya hai ke parhne wala khud ko amlan is cycle par sawari karta hua mehsoos karta hai,1,,
3078,uncle ko tag kron.?,1,,
3079,"Apni apni Khabaasat k tajurby hain, tum sy bara tajrba-kaar kaun bhala",2,,
3080,tum per lanat ho.,2,,
3081," 1992 mein inhan excetive senior vice president banaya gaya, global finance aur international banking mein wo 30 saal ka tajarba rakhte han",1,,
3082, Ye aik khudkush hamla tha jis mein hamla awar apne maqsad mein kamiyab nahi ho saka,2,,
3083,Zilhajj Ka Chand 14 September Ko Nazar Aaye Ga Aur EID Ul Azha 24 September Ko Ho Gi ,1,,
3084,Chor sary,2,,
3085,1992 kay world cup ko jitney kay bad app cricket say retirement ho gaye aur samaji kamon mein hissa lena shuro kardiya,1,,
3086,Mere liay 'shohar aur bachon k liay iman aur seht ki duA.,1,,
3087,Younus Khan Ki Achanak Retirement Per Heran Howa Ahmed Shahzad 16 Rukni Team Ka Hissa Mumkin Hai Jald Mauqa Dia Jaye Waqar Younus,2,,
3088, Mulk mein wo sada bahar badshah gar siyasatdaan ki hesiyat se jane jate hain,1,,
3089,Bikul thek kia. Mai to kehta hu ik group hona chahey jo wrong park hoi gari aur without stop khari bus ka screen tor kar bhag jaye,2,,
3090,Matlab ye direct presentation kyoon nahi daite.,2,,
3091,Yaar bhot fit serial hai ...bs aik baat ki smj nahi i #Farhan ko goli right hand pe mari gae ...patti left hand pe kuch smj se bahir hai,1,,
3092,Wah zbrdst,1,,
3093,Sir g ap nay rahim yar Khan kab ana.hay plz juldi any or hum ko shrts dny or him her gult kam ko khatm krny ki koshash krny i like you .....,1,,
3094,meri meri beti or shohar k liay,1,,
3095,g jlin hoti hai par dany b khtm hoty hain bilkul kam istaml krna hota hai,2,,
3096,Soldier Bazar Garden Old City Samet Mukhtalif Elaaqo Me Street Crimes Ki Wardato Me Izaafa ,2,,
3097,Allha ka azaab ho es.shakhs py Astagfirullha,2,,
3098,ham nai ye nahi daikna ki koon hay bus vote sirf awar pti ko daina bus,1,,
3099,Wohi huwa naa Nahi aaye ab ki bar bhi tum ,2,,
3100,Tv pr nwaz sharif ki taraf se dosri partion pr bhonkne wale kute mushtaq minhas k mon mein aj nwaz sharif ne huddi dal di aur wo aazad kashmir assembly ka member bn gia ,2,,
3101,Helen Keller ke hath par pani ke nal se pani gira kar us ko pani ki hije yaad karati.,1,,
3102,akher kab khatam hoga nts ka drama.,2,,
3103,bht badtameez hu tum,2,,
3104,Pooray pakistan mei aese cases horahay hain. ,2,,
3105,Aftab Jawed ne kai tournament jeete magar woh British open ka ejaz hasil kerne sey qasir rahe woh 1965 aur 1966 ke British open ke final mein zaroor pahonche they magar dono martaba unhein shikasht ka samna kerna para tha 1971 ke British open final mein bhi woh pahonche lakin apne akhri rukawat aboor na ker sake,2,,
3106,Anti chaa gye ha,1,,
3107,"Jab class khatam huwi to Hashim sahab ne class ko bola k aap k kuch seniors hain Taha aur Hashir, wo aap k sath mazak kar rahay hain.",1,,
3108,Dua me yad rakhy,1,,
3109,Jeewy mera Murshid sohna,1,,
3110,Unhon ne bila zarorat adaq zaban aur angrezi alfaz lekhne se gurez kiya,1,,
3111,Kitna din ma Kam ho ga,2,,
3112,Kissan Package K Elaan Intikhabat Se Qabal Dhandli Hai Budget Me Kyun Elaan Na Kyia FATA Ko KPK K Hissa Hona Chahiye ,2,,
3113,Lkin us ko juda nh hona chahiyae aur shafay ko us ki maa ki asliat pata chl jayae,2,,
3114,Hahahaha aj to kch ziada hi judge krlia us ko,2,,
3115,meri dost masoom hai,1,,
3116,Javed Miandad kay  musalsal umda kar kardagi ne rang dekhaya aur 1975 ka World Cup ka liye inhe team mein shamil karliya gaya,1,,
3117,Esay daikh k ek ajeeb SA ehsaas hota hy ..,2,,
3118, Is ke bad 20 June 2001 ko General Parvez Musharraf ne unhen bhi Sadar e Pakistan ke uhde se farigh kar diya aur khud Sadar e Mumlikat ke uhde par faiz ho gaye,2,,
3119,Sindh Assembly Me K Akhtyarat Me Tausee K Hawalay Se Opposition Ka Sakht Ahtijaj Ijlas Kal 10 Baje Tak Multavi,2,,
3120,NaWww janu wo to tow hai,1,,
3121,Kitne Nazaron Ka Dil Toor K Tum Jate Ho lt ,2,,
3122,Dua ki darkhwast ha Hakeem sb,1,,
3123,exactly... mre city me acid throwing bht common hugai thi.. phr mili ek punishment.. victim lrki ne sb k samne larky ki ankho me acid drops dalay thay.. is bat ko 14 sal hugye hn. dobara kabi jurat ni hoi kisi ki,2,,
3124,Tu undono husband wife ki larai kerva de babluu ,2,,
3125,Camera bilkul fazol he.r signals generation b low he bohat.baki set acha he,2,,
3126,Malik mushtaq tu lanati,2,,
3127,"dilchasp harkaat, dilkash personality aur khobsurat chehre ki malik Bushra Ansari har umar ke nazreen mein popular hain",1,,
3128,"Jhoot he, Agar ye baat sach he to hadees ka hawala do, warna admin tum jahannum k mustahiq ho",2,,
3129,Aur aaj wo samaji karkun aur Bilquis Edhi Foundation ki sarbarah ki hesiyat se pehchani jati hain.,1,,
3130,Haar jayegi jiya,2,,
3131,Ashba mere bati ka name ha ap b rakh lo boot paraya name ha ok,1,,
3132,Betasur aur pur tasur tehrir mein farq,2,,
3133,papa chachu k achy halal karobar k lie dua frma dyn,1,,
3134,Ik bar hi pehne aur kaam tamam ho gya,2,,
3135,Is doran business and professional association walon ki ema par main ne aik booklet bhi likhi jis mein Islam aur family laws ke tehat uraton ke hoqoq ki wazahat ki gayi thi.,1,,
3136,Agha jii b toh cute hain ,1,,
3137,PPP Rehnuma Babar Awan Ki Asif Zardari Se Mulaqat Zardari Ka Tehfuzat Door Karnay Ki Yaqeeni Dehani Ahem Zimedari Sopnay Ka,1,,
3138,Wheelie marnay ki koshish se mayoos rahay kyoon k agla wheel hath main agaya tha.,2,,
3139,hmmm aur jhoot dkho ek tou jia pr haath uthaya then natak krke apni family ki sympathy hasil krne chali gae,2,,
3140,Allah apki nasloo me kher o barkat ata kre,1,,
3141,Bhai Konsa Sasta Nasha Shuru Kr Diya hai,2,,
3142," 27 June 2005 ko ulma ke aik wafad se baat chet karte hoye Wazir e Azam Shaukat Aziz ne kha ke qanon ki hukumrani yaqini banana hukumat ki zimedari hai, masher se boraiyon ke khatme aur awam ko insaf ki fari aur sasti farhami ko yaqini banane ke leye hum kaam kar rahe hain",1,,
3143,Yeh film box office par super hit sabit hui aur inhe pehli bar behtareen director ke academy award ke liye nominate kiya gaya,1,,
3144,Molvi sahib ne apni rkar guzari se anjuman ko Hindustan ki bawaqar anjuman bana deya,1,,
3145,Ye bagairat log dekhrahy han tamasha benchod ek ek chamant maro police waly ko fr b sala marjata kamino tamasha dekhrahy ho,2,,
3146,Radio hukkam par bhi is hawale se dabao dala jata ke wo apni nashriyat mein Attaullah Esakhelvi ko madaoo karen aur aakhirkar majboor ho kar Attaullah Esakhelvi se radio Pakistan aane ki darkhuwast karni parhi,1,,
3147,:D :D bs dil se dil ko raah hoti hai :D,1,,
3148,"Bushra Ansari ka aik aur aeham show Aangan Terha hai, jise Anwar Maqsood ne likha aur us mein inho ne Shakeel Siddiqui aur Saleem Nasir Marhoom ke hamrah yadgar performance di",1,,
3149,Hahahahahahaah teri khair howay,1,,
3150,Mere Shaher Me Meri Nasal Ko Lootne Walo,2,,
3151,thanks to parents,1,,
3152,Garak houjao,2,,
3153,Akhir student kis k hnnnnn...😂😉😂,1,,
3154,Acha phr meihi late hogya hn ,2,,
3155,Radio ka dor tha Inayat Hussain Bhatti ki awaz pore Punjab mein pheel gai aur ataraf o aknaf Punjab mein Inayat Hussain Bhatti ki fani zindagi ka aghaz tha,1,,
3156,Es sakhti min doctors ka b bda hath h,2,,
3157, Ye halat dekh kar Dr Abdul Rehman ne aik razai Saghar Siddiqui ko di ta ke sardi se mehfooz reh sakein jab Saghar razai uthaye ja rahe the ke raste mein aik faqeer sardi se kanp raha tha Saghar razai us ko de di aur khud hasb e adat sabar aur qanayat par aktefa kiya,2,,
3158,apni mama ko zarur thanks keh dena from my side 😘😘😘 loveeee bohat cute ho tm,1,,
3159,hmare peso ka dress pehn k ghareeb ki bachi kitni shokhii ho rhi h ..... awam k pese loot k bahu k kharchy poory kiye h,2,,
3160,Koi sir nahi uthata saee'n..Jab ishq faisle farma de.,1,,
3161,Uncle Tou Ghar jaa Kar pitengey ,2,,
3162,Allah mujhe bhi tasbeeh khane mai ramzan guzarne ki tufeeq dai ameen,1,,
3163,lo puchlo kisi se b cs easy he it softwr isse zda mushkl phr electronics inse zda krna b sikho bnana b sth m khd he bnjaty he isme sary cs easy uska lya ko jnta PC ko electronics waly ko ni pta kia phar rhy he,2,,
3164,Is se zindagi ki garhi achi chal rahi hai,1,,
3165,Pray for me and my family Mery walidain moqadma Jeet Jay or Allah hamary band rastay khair k sath khol dy Ameen,1,,
3166,Lanat ho nawaz Sharif pr,2,,
3167,kaafi acha saath dia north trip pe inhon ne while trekking upto fairy meadows,1,,
3168, Jo unhe art film ke liye mauzoo banata tha,1,,
3169,"Iski betyan to nahi hain jo nachti hain, sawal un maa baap se hy jo skul bejne k bajaye yahan la ker unko nachate hain, practice bhi ghar me wuhi kerwate hain or aise kapre b parents hi khareed ker dete hain",2,,
3170, Agr bechy k hth chuth jty to kuch b ho skhta thaaa,2,,
3171,Dowa ma yad rahka thanks,1,,
3172, Iss kay alawa “Ittafaq Hospital�?kay naam say aik hospital bhi qaim kiya,1,,
3173,"Aik interview mein inho ne kaha tha, mujhe lagta hai ke main aik bulbulay mein qaid hon, jis se nikalna chahti hon",2,,
3174,Bherwe tujhe apni poetry ki pari ha yahan mulk ki ma chud rahi ha gandu,2,,
3175,Haan sahi baat allah yeh ppr ki baatein kahan say lay aye roona aajata hai,2,,
3176,Khuda ka khof Karo kuch PIA walun Allah KO yad kerny k bjaye nach ganay lagay hoty hain aj kal enho ny,2,,
3177,K Electric Ka Boria Bistar Gol Kar Denge Rabta Committee Tarikh Day K Kab Dharna Den ,2,,
3178,Dengue Se Mutasra 2300 Mareez Zere Elaj Jab K 6 Afrad Halak Hogae ,2,,
3179,Saeed Anwar ka aalmi record taweel arsey ke bad India ke Sachin Tendulkar ne torha,2,,
3180,Bs sai wa swery fir uni da hostel done ay :-D,1,,
3181,Hahaha pleasee wakai jaan chahye jaan le lo lekn no gudgudi ,2,,
3182,1952 mein aik charsi aur afyuni photographer Hafiz Qandhri se Saghar Siddiqui ki dosti ho gai aur yaha se Saghar ki zidagi mein nashe ka agaz howa,2,,
3183,"Deep baat ki hai bhaii ny, smj ly ",1,,
3184,Aaj mall road par ba qaida mera qaid Hamza Shahbaz ke boards,2,,
3185,Wha kya baat hai,1,,
3186,Mash allah pyar kapil,1,,
3187,By itkhtyr qahqa laga h myra😂😂😂😂 tm b bst sy opr ho,1,,
3188,"Pakistan cricket par hal hi mein shaya hone wali Peter O’Brian ki lajawab kitab “Wonder Tiger A History of Cricket in Pakistan�?mein Sadiq Muhammad ka bayan naqal howa hai, jis ke mutabiq West Indies ke khilaf aik match mein captain Intikhab Alam ne unhen ghair zarori tor par short leg par khara kiya aur phir full tos phenk di jis par batsman ne zordar hit lagai aur wo shaded zakhmi ho kar hospital pohach gaye aur marte mate bache",1,,
3189,Battery nikal letay,2,,
3190,"1970 mein middle sixes ke phel 8 batsmanon ko pavilion ki rah dikhai nawan (9th)bhi un ka shikar ban jata agar Robin Jackman, jihon ne akhiri 2 khilari out kiye, un ki bowl par aasan catch na gira dete",1,,
3191,IK naya pakistan bnaega ,1,,
3192,Farq sirf itna hai K barish mein makan gir jate hain or mohbat mein insan ,2,,
3193,Mary or mayiri family ki taraf see ubqari ki pori team or Hazrat Tariq mahmood sb eid ul fiter Mubarak ho,1,,
3194,khair mubarak.aur ap sb ko b EidMubarak.,1,,
3195,Aur Ab Pakistan Ke Gardaar Yani Pak Media Ke yahoodi Aur West Ki Haddi Khaanai Waalay Kutay,2,,
3196,ALLAH PAK IN KI MADAAD FRMA,1,,
3197,KIA scene hay laundon,2,,
3198,Attaul Haq Qasmi 1 February 1943 ko Amritsar mein paida hoye,1,,
3199,Dakho ya pagal logon ko ya tu Gilgit hai :D,2,,
3200,Ap nay zaya hojana hay,2,,
3201,Shabash khabeesni ..sahi boli aik dum !!,1,,
3202,Apne career mien inho ne art films ki kam o besh tamam maroof heroins ke sath kaam kiya,1,,
3203, Murtaza Bhutto ki halaqat ko sarkari qatal qarar deya geya aur Asif Ali Zardari ko iska zemma dar tehraya gaya,2,,
3204,Yehi comment expect kia tha yaar tu vi relax kar k ik waari soch la,1,,
3205,is bar dehshat gardi ka nahi awara gardi ka khatra hy ,2,,
3206,Tery level ka b pta hai�?2,,,
3207,Fitay muh,2,,
3208,Namaz or ammal me tawaju k liye duaon ki darkhast,1,,
3209,"Is duniya mein bohat se log jaah o mansab ke peeche bhaagte dikhai dete hain, lekin Vladimir Putin ko dekh kar aisa maloom hota hai ke jaise aeham tareen auhdey khud in ka taqqub kar rahe hon. ",1,,
3210,Bilkul theek kaha,1,,
3211,doskhi lanat ho allah ki is par,2,,
3212,Good,1,,
3213,Pakistani showbiz World mein Bushra Ansari se ziyada bharpor aur taweel career kisi ke hisse mein nahi aaya,2,,
3214,Ya allah aafia ke madad farma,1,,
3215,Kuch be nahi hoga hum saray America k ghulam hain.,2,,
3216,Good,1,,
3217,Dua ki darkhawast hai,1,,
3218,Hakeem sb m bht achi namzin prh rhi thy quran b wazaif b ab fjr ke nmz m uthti hn bht neend ati h or prh k so jati hn uthny ko dil ni krta phly prhly k ley uthtithy or soraj neklta tha soti thy ab sari roteen khrab ho gy h bht thkwat ho jti h kush kam m dil ni lgta plz kush bta dain,2,,
3219," Is se phele ke qanoon harkat mein aata, laqanooniyat ne khud hi use lalkar diya",2,,
3220,dagabaj re.... lagave jb tu lipistic lolz,2,,
3221,Oh wow.... Beautiful..... <3,1,,
3222,Is kuty ko jla Dena Chia Ye petrol dal K,2,,
3223,M Anwar Ki Alalat K Bais Zimedaria Wapis Leligia M Anwar MQM London R C K Aham Rukun The ,2,,
3224,Aus kafir ko phinshi do,2,,
3225, Pervez Musharraf ne Chief Justice ko bola kar un se istefa talb kar liya,2,,
3226,  nhi mai nhi smjhii.... Na karwao yaad,2,,
3227,Alamat Hosakti Hai Ehtiyati Tadabeer Janney K Lye Call Aman ,2,,
3228,K Jo Tere Naseeb Main Hain ,1,,
3229,Angelina Jolie  apni sehat ki taraf se hamesha fikarmand rehti hain,2,,
3230,Dir Wahab Abasi Ki Zamanat Mansukh Hone Pr Chekh o Pukar ,2,,
3231,Zarai K Mutabiq Guzishta Roz Asif Ali Zardari Ne Army Chief Se Mulaqat Karna Chahi Lakin Army Chief Ne Mulaqat Karne Se Inkar Kardia ,2,,
3232,Shaam idrees ki video cheat ki hai,2,,
3233,Angelina Jolie sirf aik kamyab adakara hi nahi balke insan dost shakhsiyat ki bhi malik hain,1,,
3234,Mughals aur Raja Bradari ka MNA.,2,,
3235,wese tum kn hote ho sekhane wale,2,,
3236,mehnat aur zahanat ne un ka rasta aasan kar deyatha,1,,
3237,koe na koe point tumm logo ne esa nikalna hi hota he jiss se mera mood kharab ho tum logo ko to mention he nahi krna chaeye😑😐,2,,
3238,Ya ALLAH madad farma..Ameeeen ya rab ul aalaa meen...,1,,
3239,Sharmilapan he insaan ko apni zaat ke izhaar ke liye dosri chezon ka sahara lene par majboor karta hai  ,1,,
3240,n ki maut ki wajah khuwab aawar goliyon ka ziyada doze tha,2,,
3241,Ricky Ponting 2003 mein Wisden Leading Cricketer in the World aur 2006 mein Wisden Cricket of the Year ka aezaaz bhi hasil kar chuke hain,1,,
3242,Mai add nhi karta aese logo ko,2,,
3243,BT to achi salah k liye ho rahe h na s m b real page ap send krdin,1,,
3244,Alhamdulilah se yaad hain copy paste nahi karne partey,2,,
3245,acha chalo so jao shabash... tmhe raat k is peher he ye larki yaad ati hy discussion k liye...,2,,
3246,Aap behtareen kaam kijiye  paisa khud chal kar aap ke paas aaega,1,,
3247, Jald he in ka shumar stage ke basalahiyat naujawan artists mien hone laga tha,1,,
3248,Lekin 2 saal bad inho ne yeh Tamgha sarkari policies par aehtejaj karte hue wapis kar diya,2,,
3249,"Imam Bibi amor e khana dari ki taleem detein, silai karhai sikhatein, apni baho betiyon se parhne likhne ke elawa dini taleem dilwatein.",1,,
3250,Police Ne Shaq Ki Bunyad Pr Khatoon K Shoher Ko Griftar Kar Liya Rpt Jokhio ,2,,
3251,Kahien darr toe nahe rahay taqatown sae..... And if this is the reason MAULA ko kya jawab doe gai,2,,
3252,Mainy to sharefon wala kabhi react hi nai kra biruu 😂,2,,
3253, Phele adwar mein isi tarha hota tha ke agar 6 Judge leye gaye hain to in mein se aki adh Judge aesa ajata tha jis ki hamdardiyan ya wabastagiyan hoti thein,2,,
3254,Qaumo kay mustaqbil ki tameer hukumrano kay haton mein nahi balkay quaideen kay fikar aur amal par hoti hai aur Altaf Hussain ka mison Pakistan kay mazloom quaim ki tameer ka mission hai,1,,
3255,Nazimabad Me Shehrion Ne Daku Pakar Liya Daku Naeem Police Ahelkar Nikla ,2,,
3256,is ko sharam karna chiya kabi pak aramy ko bura bla kabi nab k kabi supreem court ko bura bla khata hai sab galt hai ya chour famaly sahi hai kia ya pakistan ka don hai is chour ko jall ma kyoun nahi bajtay kanun sab ky liy bara bar hona chiya is ky bap ka tu nahi hai pakistan shareef khandan nay chouri be kia hai kutty ki thara madia ma bonk be rhay hai,2,,
3257,Please dua kar dein mere liye or mere shoher or olad k.liye k Allah dunia or akhrat achi kar day ameen,1,,
3258,Gol roti bnana seekh lena shadi se pehle... ,2,,
3259,Allah pak hami o nasir o,1,,
3260,Low quality thay kaafi. Matlab itnay paison mein meine yehi cheez expect kari thi. Wese comfortable hai raat mein aapko konn dekhta hai islie mein yeh mangwaye us hisaab se sai thay ye kaam chalau,2,,
3261,Fan e adakari ke shobe mein Abid Ali ko aik legend ki hesiyat hasil hai,1,,
3262,MashaAllah,1,,
3263,aur ab km taleem ya adhori taleem ki wjha sy koi dhang ki job nahi karskti ,2,,
3264, Utility stores par chini ki qemat asal qemat se derah guna ziyadah thi is baat ko hukumat danista nazar andaz karti rahi,2,,
3265,cmnt delete kr raami ,2,,
3266,koihall ni pakistani awam k b,2,,
3267,Ye kurti bari achi hai iska print mujhay acha laga aur pehnney mein bhi comfortable hai. Aaj kal kay mausam kay hisab sey color aur kapra dono suitable hai.,1,,
3268,Hr ik parcham sa uoncha parcham e Islam ho jaya ,1,,
3269,Hahaaa good one,1,,
3270,Lanat ho in pr,2,,
3271,Kal k baad koi kuta he hoga jo jaega,2,,
3272,To Umrain Beet Jaen Gi Kaha Na Achay LaGty Ho To Bus Lagtay Ho ,1,,
3273,aunty nay pora hath hi daal dia bhai ,2,,
3274,Mushkil hei lg raha😂,2,,
3275,Ahahaha  han bhai hogye tasalli,1,,
3276,Wah yr bht zabardast,1,,
3277,Nzar na lge aap ki khushyo kp,1,,
3278,She played a fantastic role in the drama serial �?Aangan Terha �?with Shakeel Siddiqui and Saleem Nasir ( Late ),1,,
3279,kuch khas nhi hai,2,,
3280,"Jahil awam ko jahil leader ki hi zroorat hai, yeh Aunty bachon ko parhney k liye school nh pyari pyari sarkoon pr bhejey gi :D Nawaz sharif to 3 3 mahiney london rehta hai sarkein kya khaak banaye ga",2,,
3281,"Acha pad h, quality achi h aur stiching bhi achi h. Thanks",1,,
3282,Good msg. keep it up ,1,,
3283,Meray Bandon Ko Bata Do K Main Bakhashnay Wala Aur Meharban Hun ,1,,
3284,rangbazi...jo baki halfo may merit compromise kia wo,2,,
3285,Ye 1st Ramadan se Kinza Shaitan geri kar rahi hai jab se Drama Start huwa hai aur 1st Ramadan se Shaitan band hai aur sach pochiye toh ye Kinza Shaitan ki kami mehsoos hone nhii derahi.,2,,
3286,"Asay police walo ki waja se pura pakistan badnam hota hay.
Plz I.G police thake action against this poileman kindly we all of looking just your side. Plz",2,,
3287,"DJ Imran ali Mani ap muje Sub k samne ""I love you"" kiun ni keh dete?",1,,
3288,Bas yaar tum dono k saath reh k mein bhi aisi hogae hu 🙈😂,2,,
3289,"Is hawale se in ka kehna tha ke in ke nazdeek sab se barha aezaaz koi award nahi, bal ke maddahon ki taraf se milne wali pazeerai hai",1,,
3290,Bazmi sahib phir bhi mutmain na howae lekin jab ye gana super hit howa tab un ka mode durust howa,1,,
3291,"Ashfaq Ahmed ne apne kaam ke hawale se jahan dunya bhar se daad sameti, wahe ek makhsoos halqe ki taraf se in par khasi tanqeed bhi hui",2,,
3292,Uske Dil Me Dukh Zaror Rehta Hy ,2,,
3293,Right mara jasa masom log,1,,
3294,Ye kafar he polis waly,2,,
3295,"Karobari raqebon ne Waheed, Parvaiz, Sohail aur Masroor Ki Company ka nam �?chandal choukri�?rakh deya tha aur unki her nae film ka ilan dushmanon ki safon mein khalbali macha deta tha",2,,
3296,Daikha Ho Tou Aa Mere Ujrey Howay Bikhrey,1,,
3297,Oo bhae mene pehlay earphones hi nae utarnay tay us narial ki baat sun nay kay liyay,2,,
3298,Sap ko bhi eidmubarak,1,,
3299,Q k Nawaz ko pta he k men senate men bari jamat hony k bawujud hara hova hun.Nawaz ne sirf Raza Rabbani ki hamayt ka kaha. .lekn zardari ye ni chata k kal ko nawaz ye na kahy k PMLN ki hamayat the tb Senate Chairman bna ppp ka.,1,,
3300,"Hahahahah,sunbal toh unki jaan hai naa",1,,
3301, In dono ne aehad kiya ke wo aala taleem hasil karenge aur angrez ki mulazmat ke bajae us ke khilaf jahad karenge,1,,
3302,ALLAH ne qyamt tk apny gar ke hifazt krni h us ka wada h..or is ko ibraat nak saxa milni chahy dunia Mai b....,2,,
3303, Mulk mein ayenda jamhuriyat ko farog daynay kay leye unhon nay apas mein mulaqaton ka aik silsila shuru keya jo ARD kay qayam par muntahij huwa,1,,
3304,Han tmharai tarha ham bhi gadhay ka gosht khaty.. To shayad ye kachra nahi hota...bcOz tm to gadhay ka gosht.khalaety ho kachra Kia chezz hai....,2,,
3305,Bilkul sahi,1,,
3306,"Brian Lara ne 131 test matches mein 11953 runs score kiye, wo test matches mein sab se ziyada runs banane ke aitebar se duniya mein 4th number par hain",1,,
3307,Sirf punjab ne kaam karana unki pmln ki zimedaari nahe thi. Aur abhi jo lahore mei haal hai yeh karwayaa nawaz sharif ne?,2,,
3308,Allah salamat rakhe,1,,
3309,Woww nice ... sada salamt raho,1,,
3310,"40 Saal kaay honay par bhi agar insaan bad amal hi karta rahay, tou phir shaitaan uss insaan ko bossa daita hai, dosary lafzoon main akhrat main yeh insaan juhnum main janay saay naheen bachay gaa...Aur shaitaan ki iss main kamyabi hai,...",2,,
3311, to tera maqsad bhi to PM banna hi hoa na bhai!  ,2,,
3312,Mny mis KR di aj ki episode,2,,
3313,Liaquatabad Me Firing 1 Shaks Zakhmi ,2,,
3314,KPK Hakumat Ka Suba Me Roz Gaar Ki Farahmi K Lye Billa Sood Qarzey Faraham Krne Ki Scheme Shuru Krne Ka Faisla ,1,,
3315,Bangal Se Aanay Wala Barish Ka System Kal Sunday Pakistan Me Dakhil Hoga Karachi Me 120mm Barish Ka Imkan ,1,,
3316,Itni piyari sharkaaainn,1,,
3317,Is soorat e haal mein khas taur par Wasim Akram ko shaded mushkilaat ka saamna karna parha,2,,
3318, Aap Maulana Mohammed Ali Jauhar ke news paper �?Comrade �?ke aezazi mudeer bhi the,1,,
3319,Yehi wajah hai ke in ka intekhab is qadar jama hota hai ke shaiyqeen ussh ussh kar uthte hain,1,,
3320,Hahahaha meri adaten khrab kren aap,2,,
3321,Daraz.pk ne tou dil hi khush kardiya itni zabardast slippers hain yeh pehnne mein toh achi lagti hi hain quality wise bhi achi hai toh mein tou bilkul mutmaeen hun kyunke market jesi price mein agar ek cheez apke ghar deliver kardiya jaye toh kia masla hai?,1,,
3322,Ya hum pas thy us k woh zindagi k kuch din Yaa zindagi thi kuch din ,2,,
3323,Intekhabat mein chalaie janay wali mohim kay dauran 27 December 2007 ko Benazir Bhutto Liaqat bagh Rawalpindi say aik jalsay amm say khitab kar kay bahar nikal rahi thein kay unki gari par fairing huie aur uskay sath hi aik falak sagaf dhamaka hua,2,,
3324,Murs 03004328290 p bta kl lga lena,2,,
3325,Wah,1,,
3326,Wah wah yeh toh hy,1,,
3327,Billo aunty or DJ kholein gy nawa katta,2,,
3328,"Humare masher ki khawateen wani, Quran se shadi, zabardasti shadi, gherat ke naam par qatal, teen bayak waqat talakon aur wirasat se mehromi jese ghambeer masail ka shikar hai",2,,
3329,mil jae ga dnt worry,1,,
3330,Musalmano ne geographic ko jo taraqqi di hai,1,,
3331,Allah pak salamat rakhy,1,,
3332,Zehreely ap hen xochna apko hai 😊 ap nikammy hen ik pr ye chota xa kam xochny ka to ap kr hi xkty hen apny guthno pe zor de k 😊,2,,
3333,mashallah Allah salamat rakhy,1,,
3334,jisko jitna chaho ge use utna hi d0or pao ge ,2,,
3335,Waqas or maqbool ka accama ban jay dua kty,1,,
3336,Yon university campus mein aaye roz tashaddud ka silsilah shuro hogaya,2,,
3337,very good,1,,
3338,Ya Rabbe kaynaat Musharraf KO tabah o barbad karde,2,,
3339,ak pata nahi halay ga,2,,
3340,Molvi Abdul Haq jama e Urdu ke qayam ke khuwahishmand the taham un ki rehrat se ye masoba adhora reh gaya,2,,
3341,ya ya.. they have all rights to do that with out any regret 😂,1,,
